fy,WorkSheetName,SubCode,subcode_label,source_file
2021-22,TAC24 On-SoFP PFI,CAP2680,Amounts charged to revenue (freetext required),2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC24 On-SoFP PFI,CAP2690,Amounts capitalised (freetext required),2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC24 On-SoFP PFI,CAP2700,Total amount paid to service concession operator,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC24 On-SoFP PFI,PFI0010,"Gross PFI, LIFT or other service concession SoFP obligation",2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC24 On-SoFP PFI,PFI0020,- not later than one year;,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC24 On-SoFP PFI,PFI0030,- later than one year and not later than five years;,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC24 On-SoFP PFI,PFI0040,- later than five years.,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC24 On-SoFP PFI,PFI0050,Finance charges allocated to future periods,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC24 On-SoFP PFI,PFI0060,"Net PFI, LIFT or other service concession SoFP obligation",2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC24 On-SoFP PFI,PFI0070,- not later than one year;,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC24 On-SoFP PFI,PFI0080,- later than one year and not later than five years;,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC24 On-SoFP PFI,PFI0090,- later than five years.,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC24 On-SoFP PFI,PFI0100,"Total future payments committed in respect of PFI, LIFT or other service concession arrangements",2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC24 On-SoFP PFI,PFI0110,- not later than one year;,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC24 On-SoFP PFI,PFI0120,- later than one year and not later than five years;,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC24 On-SoFP PFI,PFI0130,- later than five years.,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC24 On-SoFP PFI,PFI0190,PFI support income recognised in other operating income,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC25 Off-SoFP PFI,PFI1000,- not later than one year;,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC25 Off-SoFP PFI,PFI1010,- later than one year and not later than five years;,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC25 Off-SoFP PFI,PFI1020,- later than five years.,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC25 Off-SoFP PFI,PFI1030,Total,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC25 Off-SoFP PFI,PFI1040,Total charge to operating expenditure for off-SoFP schemes,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC25 Off-SoFP PFI,PFI1050,Number of schemes that the trust has (accounted for off-SoFP) as at 31 March 2022,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0010,Present value of the defined benefit obligation at 1 April,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0020,Prior period adjustment,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0030,Present value of the defined benefit obligation at 1 April,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0040,At start of period for new FTs,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0050,Transfers by absorption,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0060,Current service cost,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0070,Interest cost,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0080,Contribution by plan participants,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0090,- Actuarial (gains)/losses,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0100,Benefits paid,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0110,Past service costs,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0120,Business combinations (transfers in/out),2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0130,Curtailments and settlements,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0140,Transferred to NHS foundation trust upon authorisation as FT,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0150,Present value of the defined benefit obligation at 31 March,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0160,Plan assets at fair value at 1 April,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0170,Prior period adjustment,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0180,Present value of plan assets at 1 April,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0190,At start of period for new FTs,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0200,Transfers by absorption,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0210,Interest income,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0220,- Return on plan assets (excludes any amounts already included in interest income above),2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0230,- Actuarial gains/(losses),2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0240,- Changes in the effect of limiting a net defined benefit asset to the asset ceiling (excluding amounts included in interest income/expense),2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0250,Contributions by the employer,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0260,Contributions by the plan participants,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0270,Benefits paid,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0280,Business combinations (transfers in/out),2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0290,Settlements,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0300,Transferred to NHS foundation trust upon authorisation as FT,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0310,Plan assets at fair value at 31 March,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0320,Plan surplus/(deficit) at 31 March,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0330,Present value of the defined benefit obligation,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0340,Plan assets at fair value,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0370,Net defined benefit (obligation)/asset recognised in the SoFP at 31 March,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0372,Fair value of any reimbursement right recognised as a separate asset on the SoFP,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0375,Total net (liability)/asset after the impact of reimbursement rights as at 31 March,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0380,Current service cost,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0390,Interest expense / income,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0400,Past service cost,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0410,Gains / (losses) on curtailment and settlement,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC26 Pension,PEN0420,Total net (charge)/gain recognised in SoCI,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC27 Fin Inst,FI0020,Receivables (excluding non financial assets) - with DHSC group bodies,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC27 Fin Inst,FI0030,Receivables (excluding non financial assets) - with other bodies,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC27 Fin Inst,FI0040,Other investments / financial assets,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC27 Fin Inst,FI0050,Cash and cash equivalents,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC27 Fin Inst,FI0055,Consolidated NHS Charitable fund financial assets,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC27 Fin Inst,FI0060,Total as at 31 March 2021,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC27 Fin Inst,FI0220,Receivables (excluding non financial assets) - with NHS and DHSC bodies,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC27 Fin Inst,FI0230,Receivables (excluding non financial assets) - with other bodies,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC27 Fin Inst,FI0240,Other investments / financial assets,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC27 Fin Inst,FI0250,Cash and cash equivalents,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC27 Fin Inst,FI0255,Consolidated NHS Charitable fund financial assets,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC27 Fin Inst,FI0260,Total assets,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC27 Fin Inst,FI0275,DHSC loans,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC27 Fin Inst,FI0280,Other borrowings excluding finance lease and PFI liabilities,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC27 Fin Inst,FI0290,Obligations under finance leases,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC27 Fin Inst,FI0300,"Obligations under PFI, LIFT and other service concession contracts",2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC27 Fin Inst,FI0310,Trade and other payables (excluding non financial liabilities) - with NHS and DHSC bodies,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC27 Fin Inst,FI0320,Trade and other payables (excluding non financial liabilities) - with other bodies,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC27 Fin Inst,FI0330,Other financial liabilities,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC27 Fin Inst,FI0340,IAS 37 provisions which are financial liabilities,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC27 Fin Inst,FI0345,Consolidated NHS charitable fund financial liabilities,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC27 Fin Inst,FI0350,Total liabilities,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC28 Disclosures,OTD0010,"Property, plant and equipment",2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC28 Disclosures,OTD0020,Intangible assets,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC28 Disclosures,OTD0030,Total,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC28 Disclosures,OTD0040,not later than 1 year,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC28 Disclosures,OTD0050,after 1 year and not later than 5 years,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC28 Disclosures,OTD0060,paid thereafter,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC28 Disclosures,OTD0070,Total,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC28 Disclosures,OTD0330,"Property, Plant and Equipment",2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC28 Disclosures,OTD0340,Intangible assets,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC28 Disclosures,OTD0350,Investment property,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC28 Disclosures,OTD0370,Total gross capital expenditure,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC28 Disclosures,OTD0380,"Property, Plant and Equipment",2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC28 Disclosures,OTD0390,Intangible assets,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC28 Disclosures,OTD0400,Investment property,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC28 Disclosures,OTD0420,Total disposals,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC28 Disclosures,OTD0430,Less: Donated and granted capital additions,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC28 Disclosures,OTD0440,Plus: Loss on disposal of donated/granted assets,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC28 Disclosures,OTD0450,Charge against Capital Resource Limit,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC28 Disclosures,OTD0460,Capital Resource Limit,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC28 Disclosures,OTD0470,Under / (over) spend against CRL,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0010,"a. theft, fraud etc",2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0020,b. overpayment of salaries etc.,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0030,c. other causes,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0040,2. Fruitless payments and constructive losses,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0050,a. private patients,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0060,b. overseas visitors,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0070,c. other,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0080,"a. theft, fraud etc",2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0090,b. stores losses,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0100,c. other,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0110,Total losses,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0120,5. Compensation under court order or legally binding arbitration award,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0130,6. Extra contractual to contractors,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0140,a. loss of personal effects,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0150,b. clinical negligence with advice,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0160,c. personal injury with advice,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0170,d. other negligence and injury,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0180,e. other employment payments (should not include special severance payments which are disclosed below) - excluding overtime corrective payments,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0185,f. Overtime corrective payments (nationally funded),2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0186,g. Overtime corrective payments (additional amounts locally agreed and funded),2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0190,h. patient referrals outside the UK and EEA Guidelines,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0200,i. other,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0210,"j. maladministration, no financial loss",2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0220,8. Special severance payments,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0230,9. Extra statutory and regulatory,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0240,Total special payments,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0250,Total losses and special payments,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0260,1. Losses of cash (including cases of fraud),2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0270,2. Fruitless payments and constructive losses,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0280,3. Bad debts and claims abandoned,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0290,"4. Damage to buildings, property etc.",2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0301,5. Compensation under legal obligation,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0311,6. Extra contractual to contractors,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0321,7. Ex gratia payments - excluding overtime corrective payments,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0322,7(f). Overtime corrective payments (nationally funded payment),2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0323,7(g). Overtime corrective payments (additional amounts locally agreed and funded),2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0331,8. Special severance payments,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0341,9. Extra statutory and regulatory,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0360,TOTAL GIFTS,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0370,Gift 1,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0380,Gift 2,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0390,Gift 3,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0400,Gift 4,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2021-22,TAC29 Losses+SP,LSP0410,Gift 5,2021-22-NHS-provider-TAC-ilustrative-file.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0010,Operating lease commitments under IAS 17 at 31 March 2022 (per audited TACs),202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0020,Commitments acquired through absorption transfers on 1 April 2022,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0021,Trust lease commitments to consolidated charity as at 31 March 2022 previously eliminated on consolidation,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0025,Prior period adjustment made to disclosure in TAC10X (please allocate here by counterparty),202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0035,Adjusted operating lease commitments under IAS17 at 31 March 2022,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0040,Incremental borrowing rate at 1 April 2022,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0050,IAS 17 operating lease commitment discounted at incremental borrowing rate,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0060,Short-term leases (<= 12 months),202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0070,Low value (underlying asset <£5k) leases,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0080,Commitments for leases that had not commenced as at 31 March 2022,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0090,Irrecoverable VAT previously included in IAS 17 commitment,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0091,Services included in IAS 17 commitment not included in the IFRS 16 liability,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0092,Commitments in respect of intangible operating leases out of scope for IFRS 16,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0100,Differences in the assessment of the lease term,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0110,Public sector leases without full documentation previously excluded from operating lease disclosure,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0120,Variable lease payments based on an index or rate,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0125,"Rent increases/(decreases) reflected in the lease liability, not previously reflected in the IAS 17 commitment",202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0130,Amounts payable under residual value guarantees,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0140,Termination penalties not previously included in commitment (where reasonably certain to be exercised),202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0150,Correction of immaterial prior period error in IAS 17 disclosure,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0153,Adjustments for contracts reassessed for being or containing a lease on transition to IFRS 16.,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0155,Immaterial differences arising from leases in consolidated subsidiaries with earlier adoption of IFRS 16 (unlocked on request),202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0200,Other adjustments (unlocked on request),202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0210,Lease liability on 1 April 2022 for existing operating leases,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0220,Finance lease liabilities under IAS 17 as at 31 March 2022,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0225,Adjustments for finance lease liabilities incorrectly classified in TACs in 2021/22 (unlocked on request - please email provider accounts),202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC00 - IFRS 16 Transition,TRA0230,Total lease liabilities under IFRS 16 as at 1 April 2022,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SCI0100A,Operating income from patient care activities,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SCI0110A,Other operating income,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SCI0125A,Operating expenses,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SCI0140A,OPERATING SURPLUS / (DEFICIT),202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SCI0150,Finance income,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SCI0160,Finance expense,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SCI0170,PDC dividend expense,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SCI0180,NET FINANCE COSTS,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SCI0190A,Other gains/(losses),202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SCI0200,Share of profit/(loss) of associates/ joint ventures,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SCI0210,Gains/(losses) from transfers by absorption,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SCI0230,Corporation tax expense,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SCI0240,SURPLUS/(DEFICIT) FOR THE YEAR,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SCI0240A,SURPLUS/(DEFICIT) FROM CONTINUING OPERATIONS,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SCI0240B,Surplus/(deficit) from discontinued operations and the gain/(loss) on disposal of discontinued operations,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SOC0100,Impairments,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SOC0110,Revaluations,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SOC0120,Share of comprehensive income from associates and joint ventures,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SOC0125,Fair value gains/(losses) on equity instruments designated at FV through OCI,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SOC0130,Other recognised gains and losses,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SOC0140,Remeasurements of net defined benefit pension scheme liability / asset,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SOC0145,Gain/(loss) on transfers by absorption (modified),202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SOC0150,Other reserve movements,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SOC0160,Fair value gains/(losses) on financial assets mandated at FV through OCI,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SOC0170,Recycling gains/(losses) on disposal of financial assets mandated at FV through OCI,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SOC0180,Foreign exchange gains/(losses) recognised directly in OCI,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SOC0190,TOTAL COMPREHENSIVE INCOME / (EXPENSE) FOR THE PERIOD,202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SOC0200,"(i) non-controlling interest, and",202223-NHS-Provider-TAC-Illustrative-File.xlsx
2022-23,TAC02 SoCI,SOC0210,(ii) owners of the parent,202223-NHS-Provider-TAC-Illustrative-File.xlsx
