SubCode,financial_years,label,primary_worksheet,num_years
LSP0250,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total losses and special payments,TAC29 Losses+SP,5
LSP0120,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",5. Compensation under court order or legally binding arbitration award,TAC29 Losses+SP,5
LSP0130,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",6. Extra contractual to contractors,TAC29 Losses+SP,5
LSP0140,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",a. loss of personal effects,TAC29 Losses+SP,5
LSP0150,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",b. clinical negligence with advice,TAC29 Losses+SP,5
LSP0160,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",c. personal injury with advice,TAC29 Losses+SP,5
LSP0170,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",d. other negligence and injury,TAC29 Losses+SP,5
LSP0180,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",e. other employment payments (should not include special severance payments which are disclosed below),TAC29 Losses+SP,5
LSP0040,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",2. Fruitless payments and constructive losses,TAC29 Losses+SP,5
LSP0050,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",a. private patients,TAC29 Losses+SP,5
LSP0060,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",b. overseas visitors,TAC29 Losses+SP,5
LSP0070,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",c. other,TAC29 Losses+SP,5
LSP0080,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24","a. theft, fraud etc",TAC29 Losses+SP,5
LSP0090,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",b. stores losses,TAC29 Losses+SP,5
LSP0100,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",c. other,TAC29 Losses+SP,5
LSP0110,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total losses,TAC29 Losses+SP,5
LSP0360,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",TOTAL GIFTS,TAC29 Losses+SP,5
LSP0370,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Gift 1,TAC29 Losses+SP,5
LSP0380,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Gift 2,TAC29 Losses+SP,5
LSP0390,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Gift 3,TAC29 Losses+SP,5
LSP0400,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Gift 4,TAC29 Losses+SP,5
LSP0410,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Gift 5,TAC29 Losses+SP,5
SCE0010,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Taxpayers' and others' equity 1 April 2018 - as previously stated,TAC04 SOCIE,5
SCE0020,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Prior period adjustment,TAC04 SOCIE,5
SCE0030,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Taxpayers' and others' equity at 1 April 2018 - restated,TAC04 SOCIE,5
SCE0040,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",At start of period for new FTs,TAC04 SOCIE,5
SCE0050,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Surplus/(deficit) for the year,TAC04 SOCIE,5
SCE0055,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Gain / (loss) on transfers by absorption (modified),TAC04 SOCIE,5
REC0600,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Short term PFI receivable,TAC18 Receivables,5
REC0610,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total other current assets,TAC18 Receivables,5
REC0620,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Net defined benefit pension scheme asset,TAC18 Receivables,5
REC0630,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Other assets,TAC18 Receivables,5
REC0640,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total other non-current assets,TAC18 Receivables,5
REC0320,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Other receivables,TAC18 Receivables,5
REC0325,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",NHS charitable funds: receivables,TAC18 Receivables,5
REC0330,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total non-current receivables,TAC18 Receivables,5
REC0335,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total receivables,TAC18 Receivables,5
REC0340,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Current,TAC18 Receivables,5
REC0350,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Non-current,TAC18 Receivables,5
REC0590,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Other assets,TAC18 Receivables,5
REC0260,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",PFI lifecycle prepayments (revenue),TAC18 Receivables,5
REC0270,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",PFI lifecycle prepayments (capital),TAC18 Receivables,5
REC0280,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Interest receivable,TAC18 Receivables,5
REC0290,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Finance lease receivables,TAC18 Receivables,5
REC0300,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",VAT receivable,TAC18 Receivables,5
REC0310,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Corporation and other taxes receivable,TAC18 Receivables,5
REC0315,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Clinician pension tax provision reimbursement funding from NHSE,TAC18 Receivables,5
REC0175,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Contract assets (IFRS 15),TAC18 Receivables,5
REC0190,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Capital receivables (including accrued capital related income),TAC18 Receivables,5
REC0209,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Allowance for impaired contract receivables / assets,TAC18 Receivables,5
REC0210,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Allowance for impaired other receivables,TAC18 Receivables,5
REC0220,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Deposits and advances,TAC18 Receivables,5
REC0230,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Prepayments (revenue) [non-PFI],TAC18 Receivables,5
REC0240,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Prepayments (capital) [non-PFI],TAC18 Receivables,5
REC0250,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",PFI prepayments - capital contributions,TAC18 Receivables,5
REC0140,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",VAT receivable,TAC18 Receivables,5
REC0150,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Corporation and other taxes receivable,TAC18 Receivables,5
REC0155,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Clinician pension tax provision reimbursement funding from NHSE,TAC18 Receivables,5
REC0160,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Other receivables,TAC18 Receivables,5
REC0165,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",NHS charitable funds: receivables,TAC18 Receivables,5
REC0170,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total current receivables,TAC18 Receivables,5
REC0171,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Contract receivables (IFRS 15): invoiced,TAC18 Receivables,5
REC0172,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Contract receivables (IFRS 15): not yet invoiced / non-invoiced,TAC18 Receivables,5
REC0080,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",PFI prepayments - capital contributions,TAC18 Receivables,5
REC0090,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",PFI lifecycle prepayments (revenue),TAC18 Receivables,5
REC0100,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",PFI lifecycle prepayments (capital),TAC18 Receivables,5
REC0110,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Interest receivable,TAC18 Receivables,5
REC0120,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Finance lease receivables,TAC18 Receivables,5
REC0130,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",PDC dividend receivable,TAC18 Receivables,5
OPO0010,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Charitable fund incoming resources,TAC07 Op Inc 2,5
OPO0110,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Income,TAC07 Op Inc 2,5
OPO0120,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Full cost,TAC07 Op Inc 2,5
OPO0130,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Surplus / (deficit),TAC07 Op Inc 2,5
OPX0030,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Related to continuing operations,TAC08 Op Exp,5
OPX0040,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Related to discontinued operations,TAC08 Op Exp,5
OPX0050,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",1. The auditing of accounts of any associate of the Trust,TAC08 Op Exp,5
OPX0060,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",2. Audit-related assurance services,TAC08 Op Exp,5
OPX0070,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",3. Taxation compliance services,TAC08 Op Exp,5
OPX0080,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",4. All taxation advisory services not falling within item 3 above;,TAC08 Op Exp,5
OPX0090,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",5. internal audit services (only those payable to the external auditor),TAC08 Op Exp,5
OPX0100,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",6. All assurance services not falling within items 1 to 5,TAC08 Op Exp,5
OPP0001,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Related to continuing operations,TAC06 Op Inc 1,5
OPP0002,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Related to discontinued operations,TAC06 Op Inc 1,5
OPP0010,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Income recognised this year,TAC06 Op Inc 1,5
OPP0020,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Cash payments received in-year (relating to invoices raised in current and previous years),TAC06 Op Inc 1,5
OPP0030,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Amounts added to allowance for impairment of receivables (relating to invoices raised in current and prior years),TAC06 Op Inc 1,5
OPP0040,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Amounts written off in-year (relating to invoices raised in current and previous years),TAC06 Op Inc 1,5
OPX0010,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Charitable fund audit,TAC08 Op Exp,5
OPX0020,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Other NHS charitable fund resources expended,TAC08 Op Exp,5
REC0002,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Contract receivables (IFRS 15): not yet invoiced / non-invoiced,TAC18 Receivables,5
REC0005,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Contract assets (IFRS 15),TAC18 Receivables,5
REC0020,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Capital receivables (including accrued capital related income),TAC18 Receivables,5
REC0039,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Allowance for impaired contract receivables / assets,TAC18 Receivables,5
REC0040,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Allowance for impaired other receivables,TAC18 Receivables,5
REC0050,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Deposits and advances,TAC18 Receivables,5
REC0060,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Prepayments (revenue) [non-PFI],TAC18 Receivables,5
REC0070,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Prepayments (capital) [non-PFI],TAC18 Receivables,5
PRO0050,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Equal pay (including agenda for change),TAC22 Provisions,5
PRO0060,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Redundancy,TAC22 Provisions,5
PRO0070,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Other,TAC22 Provisions,5
PRO0075,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Charitable fund provisions,TAC22 Provisions,5
PRO0080,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total,TAC22 Provisions,5
REC0001,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Contract receivables (IFRS 15): invoiced,TAC18 Receivables,5
PPE0410,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Owned - donated,TAC14 PPE,5
PPE0420,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",NBV total at 31 March 2019,TAC14 PPE,5
PRO0010,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Pensions - Early departure costs,TAC22 Provisions,5
PRO0015,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Pensions - Injury benefits,TAC22 Provisions,5
PRO0016,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Clinician pension tax reimbursement,TAC22 Provisions,5
PRO0020,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Legal claims*,TAC22 Provisions,5
PRO0030,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Restructuring,TAC22 Provisions,5
PPE0340,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Transfer to FT upon authorisation,TAC14 PPE,5
PPE0350,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Accumulated depreciation at 31 March 2019,TAC14 PPE,5
PPE0360,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Owned - purchased,TAC14 PPE,5
PPE0380,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",On-SoFP PFI contracts and other service concession arrangements,TAC14 PPE,5
PPE0390,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Off-SoFP PFI residual interests,TAC14 PPE,5
OTD0400,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Investment property,TAC28 Disclosures,5
OTD0420,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total disposals,TAC28 Disclosures,5
OTD0430,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Less: Donated and granted capital additions,TAC28 Disclosures,5
OTD0450,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Charge against Capital Resource Limit,TAC28 Disclosures,5
OTD0460,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Capital Resource Limit,TAC28 Disclosures,5
OTD0070,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total,TAC28 Disclosures,5
OTD0330,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24","Property, Plant and Equipment",TAC28 Disclosures,5
OTD0340,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Intangible assets,TAC28 Disclosures,5
OTD0350,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Investment property,TAC28 Disclosures,5
OTD0370,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total gross capital expenditure,TAC28 Disclosures,5
OTD0380,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24","Property, Plant and Equipment",TAC28 Disclosures,5
OTD0390,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Intangible assets,TAC28 Disclosures,5
OTD0040,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",not later than 1 year,TAC28 Disclosures,5
OTD0050,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",after 1 year and not later than 5 years,TAC28 Disclosures,5
OTD0060,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",paid thereafter,TAC28 Disclosures,5
OPX0110,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",7. Corporate finance transaction services not falling within items 1 to 6 above,TAC08 Op Exp,5
OPX0120,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",8. All other non-audit services not falling within items 2 to 7 above,TAC08 Op Exp,5
OPX0130,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",TOTAL,TAC08 Op Exp,5
OPX0140,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Limitation on auditor's liability,TAC08 Op Exp,5
OTD0010,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24","Property, plant and equipment",TAC28 Disclosures,5
OTD0020,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Intangible assets,TAC28 Disclosures,5
OTD0030,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total,TAC28 Disclosures,5
PAY0200,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total non-current trade and other payables,TAC20 Payables,5
PAY0205,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total trade and other payables,TAC20 Payables,5
PAY0210,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Current,TAC20 Payables,5
PAY0220,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Non-current,TAC20 Payables,5
PAY0340,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Deferred income: contract liability (IFRS 15),TAC20 Payables,5
PAY0345,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Deferred grants,TAC20 Payables,5
PAY0350,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",PFI: deferred income / credits,TAC20 Payables,5
PAY0360,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Lease incentives,TAC20 Payables,5
PAY0140,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Capital payables (including capital accruals),TAC20 Payables,5
PAY0150,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Accruals (revenue costs only),TAC20 Payables,5
PAY0160,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Receipts in advance (including payments on account),TAC20 Payables,5
PAY0161,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",PFI lifecycle replacement received in advance,TAC20 Payables,5
PAY0170,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",VAT payables,TAC20 Payables,5
PAY0180,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Other taxes payable,TAC20 Payables,5
PAY0190,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Other payables,TAC20 Payables,5
PAY0195,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",NHS charitable funds: trade and other payables,TAC20 Payables,5
PAY0060,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",VAT payables,TAC20 Payables,5
PAY0070,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Other taxes payable,TAC20 Payables,5
PAY0080,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",PDC dividend payable,TAC20 Payables,5
PAY0110,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Other payables,TAC20 Payables,5
PAY0115,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",NHS charitable funds: trade and other payables,TAC20 Payables,5
PAY0120,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total current trade and other payables,TAC20 Payables,5
PAY0130,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Trade payables,TAC20 Payables,5
OTD0470,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Under / (over) spend against CRL,TAC28 Disclosures,5
PAY0010,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Trade payables,TAC20 Payables,5
PAY0020,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Capital payables (including capital accruals),TAC20 Payables,5
PAY0030,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Accruals (revenue costs only),TAC20 Payables,5
PAY0040,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Receipts in advance (including payments on account),TAC20 Payables,5
PAY0041,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",PFI lifecycle replacement received in advance,TAC20 Payables,5
PAY0050,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Social security costs,TAC20 Payables,5
PPE0290,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Reversal of impairments credited to the revaluation reserve,TAC14 PPE,5
PPE0300,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Revaluations,TAC14 PPE,5
PPE0305,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Remeasurements - retranslation gains / (losses) on foreign operations,TAC14 PPE,5
PPE0310,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Reclassifications,TAC14 PPE,5
PPE0320,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Transfers to/from assets held for sale and assets in disposal groups,TAC14 PPE,5
PPE0330,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Disposals/derecognition,TAC14 PPE,5
PPE0230,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",At start of period for new FTs,TAC14 PPE,5
PPE0240,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Transfers by absorption,TAC14 PPE,5
PPE0250,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Provided during the year,TAC14 PPE,5
PPE0255,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Transfer of donated assets (non-cash) from consolidated charitable fund to trust,TAC14 PPE,5
PPE0260,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Impairments charged to operating expenses,TAC14 PPE,5
PPE0270,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Impairments charged to the revaluation reserve,TAC14 PPE,5
PPE0280,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Reversal of impairments credited to operating expenses,TAC14 PPE,5
PPE0170,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Disposals/derecognition,TAC14 PPE,5
PPE0180,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Transfer to FT upon authorisation,TAC14 PPE,5
PPE0190,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Valuation/gross cost at 31 March 2019,TAC14 PPE,5
PPE0200,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Accumulated depreciation at 1 April 2018 - brought forward,TAC14 PPE,5
PPE0210,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Prior period adjustment,TAC14 PPE,5
PPE0220,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Accumulated depreciation at 1 April 2018 - restated,TAC14 PPE,5
PPE0110,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Impairments charged to the revaluation reserve,TAC14 PPE,5
PPE0120,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Reversal of impairments credited to operating expenses,TAC14 PPE,5
PPE0130,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Reversal of impairments credited to the revaluation reserve,TAC14 PPE,5
PPE0140,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Revaluations,TAC14 PPE,5
PPE0145,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Remeasurements - retranslation gains / (losses) on foreign operations,TAC14 PPE,5
PPE0150,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Reclassifications,TAC14 PPE,5
PPE0160,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Transfers to/from assets held for sale and assets in disposal groups,TAC14 PPE,5
PEN0070,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Interest cost,TAC26 Pension,5
PEN0080,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Contribution by plan participants,TAC26 Pension,5
PEN0090,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",- Actuarial (gains)/losses,TAC26 Pension,5
PEN0100,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Benefits paid,TAC26 Pension,5
PEN0110,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Past service costs,TAC26 Pension,5
PEN0120,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Business combinations (transfers in/out),TAC26 Pension,5
PEN0130,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Curtailments and settlements,TAC26 Pension,5
PEN0140,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Transferred to NHS foundation trust upon authorisation as FT,TAC26 Pension,5
PAY0470,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Other financial liabilities,TAC20 Payables,5
PAY0480,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total,TAC20 Payables,5
PEN0010,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Present value of the defined benefit obligation at 1 April,TAC26 Pension,5
PEN0020,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Prior period adjustment,TAC26 Pension,5
PEN0030,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Present value of the defined benefit obligation at 1 April,TAC26 Pension,5
PEN0040,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",At start of period for new FTs,TAC26 Pension,5
PEN0050,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Transfers by absorption,TAC26 Pension,5
PEN0060,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Current service cost,TAC26 Pension,5
PAY0410,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Net defined benefit pension scheme liability,TAC20 Payables,5
PAY0415,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",NHS charitable funds: other liabilities,TAC20 Payables,5
PAY0420,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total other non-current liabilities,TAC20 Payables,5
PAY0425,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total other liabilities,TAC20 Payables,5
PAY0430,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Derivatives and embedded derivatives held at 'fair value through income and expenditure',TAC20 Payables,5
PAY0440,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Other financial liabilities,TAC20 Payables,5
PAY0450,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total,TAC20 Payables,5
PAY0460,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Derivatives and embedded derivatives held at 'fair value through income and expenditure',TAC20 Payables,5
PAY0362,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Deferred income: other (non-IFRS 15),TAC20 Payables,5
PAY0365,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",NHS charitable funds: other liabilities,TAC20 Payables,5
PAY0370,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total other current liabilities,TAC20 Payables,5
PAY0380,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Deferred income: contract liability (IFRS 15),TAC20 Payables,5
PAY0385,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Deferred grants,TAC20 Payables,5
PAY0390,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",PFI: deferred income / credits,TAC20 Payables,5
PAY0400,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Lease incentives,TAC20 Payables,5
PAY0405,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Deferred income: other (non-IFRS 15),TAC20 Payables,5
PEN0390,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Interest expense / income,TAC26 Pension,5
PEN0400,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Past service cost,TAC26 Pension,5
PEN0410,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Gains / (losses) on curtailment and settlement,TAC26 Pension,5
PEN0420,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total net (charge)/gain recognised in SoCI,TAC26 Pension,5
PFI0010,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24","Gross PFI, LIFT or other service concession SoFP obligation",TAC24 On-SoFP PFI,5
PFI0020,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",- not later than one year;,TAC24 On-SoFP PFI,5
PFI0030,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",- later than one year and not later than five years;,TAC24 On-SoFP PFI,5
